RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
988,Denton,Texas,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202400,207500,215100,216100,216600,210800,212100,206200,207400,207600,212100,212500,213500,213900,212100,212100,212500,212700,213500,216700,228800,2.35E+05,236600,231100,229200,228900,231700,234400,238600,237800,241800,241400,243900,241500,242400,2.39E+05,241400,2.45E+05,251100,252100,251900,254900,257200,257900,258300,258700,261100,260200,262800,263400,269600,279100,290900,299400,296700,2.89E+05,283500,283800
2889,Bernalillo,New Mexico,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178600,178400,180100,181300,181700,181600,180400,181200,183500,184700,183800,180700,181300,181600,183500,184200,180800,181400,181500,185700,184700,185300,185700,187800,188500,190800,189300,188700,185600,186500,187100,187500,185900,183600,185400,188800,191100,191200,187900,188100,192700,195300,198300,197600,202200,202100,200700,199900,200200,198200,1.96E+05,194800,198200,199100,202500,1.99E+05,202400,
2732,Jefferson,Alabama,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128100,123900,110400,104800,1.04E+05,106300,109800,110400,103800,103500,107400,106500,107100,106800,1.06E+05,111300,117700,124900,120700,114700,107700,109400,109900,1.16E+05,111600,110600,101600,103600,105600,112600,118100,120600,128400,127100,118500,114900,122500,132900,134400,129500,128500,124200,122400,1.25E+05,125300,127900,125200,130800,130700,135400,134400,133600,132200,129200,127800,126300,129300,128100,130100,136400,146500,156700,152700,146700,138100,137800,139300,148100,148900,154900,146200,
2441,Monmouth,New Jersey,75,385100,372900,364200,359100,367600,362600,357300,347900,349900,346600,349200,3.50E+05,357800,349300,335400,325500,325300,330700,332700,337200,335600,3.29E+05,338200,3.46E+05,353600,341700,337600,337300,343300,347500,347100,344600,331700,327400,321700,322200,331600,332200,330300,320700,324400,338700,344200,337300,329200,3.20E+05,317800,320500,325700,335200,331800,331800,3.29E+05,329800,324700,321400,326500,329300,332900,321600,320300,316300,323100,332400,341200,349300,348700,353300,351300,353100,349700,350600,338400,3.44E+05,340700,348900,347800,348100,351400,348600,353200,357200,3.60E+05,360700,357800,359100,354700,353100,353600,357700,363500,357200,354400,345100,347800,349200,358500,348300,352300,350700,358800,350500,345800,354900,357700,362200,360400,381700,386400,3.70E+05,352900,3.50E+05,366500,364700,359600,,,,,
2243,Davidson,Tennessee,76,147900,145400,144200,145700,147500,147800,144300,144300,142200,145700,144300,146200,142700,141500,138800,139200,142600,143100,142700,141200,140200,140900,141200,140800,142200,139600,140800,138500,137900,138900,142500,144700,142200,142200,142400,141300,136600,134100,135200,136600,139900,145900,142400,138600,132700,137800,1.38E+05,138300,135900,135600,140600,143500,147200,147600,148700,1.50E+05,148300,153700,150800,149400,144400,148900,1.54E+05,156300,162900,164300,166600,164100,1.67E+05,167200,169400,173100,174100,179400,176800,177900,173400,174300,175300,174200,174700,179500,181300,183900,1.83E+05,184100,184800,185300,186300,188800,190200,194200,196200,196100,199200,199300,200600,201800,203700,208600,212600,2.15E+05,217200,219600,2.21E+05,2.26E+05,2.29E+05,234600,2.33E+05,231900,231500,233300,237200,240300,246700,248100,250200,250500,251900,2.54E+05
414,Bucks,Pennsylvania,77,297600,292800,2.77E+05,268500,268700,273800,278900,279100,279500,275400,267300,267900,263200,266200,264100,263900,259600,260800,262600,268500,2.63E+05,270600,2.71E+05,278100,282300,283300,278600,268800,270700,275300,287300,288500,2.89E+05,278500,270100,263600,268200,2.64E+05,263400,2.56E+05,257400,2.55E+05,2.56E+05,259400,264400,260500,258900,256400,265400,262200,2.62E+05,2.54E+05,249300,246600,248900,261500,266500,276600,274700,278500,274300,275300,273200,271300,272700,273900,270600,265100,2.62E+05,261200,264200,264600,262100,260300,262800,2.67E+05,268200,269900,271700,273500,272500,274100,274500,274100,273800,274900,273900,270900,2.69E+05,264600,268600,2.71E+05,274700,272800,266300,268800,267800,269500,269100,272700,270700,268700,266400,270300,277200,278800,281800,280800,282700,290800,291700,293600,287500,281900,281400,288500,292700,2.98E+05,290600,
1689,El Paso,Colorado,78,192400,192900,192500,192200,197200,194700,192600,185800,1.86E+05,180600,174900,169300,170900,171400,1.72E+05,171600,176800,184600,186200,184500,181700,183600,179300,176800,175800,177800,176900,175300,181900,186400,190500,187300,186700,186200,180300,1.79E+05,174500,174800,170700,1.68E+05,172500,174100,173900,173900,173400,175500,169300,169300,1.71E+05,177400,181200,183800,1.89E+05,188600,187100,186400,190400,190300,184600,182400,187500,194100,195700,196200,199900,201800,201300,198900,1.99E+05,197400,194300,189300,1.92E+05,194200,199300,201900,204600,205700,206700,206500,207500,206800,209500,210600,211800,213100,217200,2.18E+05,218900,2.16E+05,217100,218300,220100,221500,219700,222600,224600,2.29E+05,229600,229800,230400,232300,2.36E+05,239500,241700,246300,248700,250100,250200,251600,253600,252400,252300,251700,253200,258100,264300,267600,264100,266300
3236,Baltimore City,Maryland,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99100,98900,101800,100500,104400,1.04E+05,101900,93800,90600,94200,97100,103500,1.10E+05,111500,100600,95400,96300,104900,98400,100600,102300,106400,93800,82300,8.10E+04,85600,91800,95700,95400,96700,93300,94300,94500,95400,98300,98800,100600,102100,91600,90500,91800,103800,108400,111300,112700,111500,108800,106700,114100,114100,114100,104300,107200,108600,107200,99700,103500,103700,99800,
80,Lee,Florida,80,213900,203600,191900,1.87E+05,179100,166800,155200,147700,138700,124400,112700,104400,9.80E+04,93800,86900,84800,84600,86700,89500,90600,91600,91600,91900,93300,93700,96700,96600,95700,91600,89400,87700,87400,88600,90900,91500,9.40E+04,93300,9.80E+04,98700,105300,106200,106700,103400,102800,102800,104500,107700,111600,116500,123800,125100,126700,123800,125500,125600,127200,131400,131900,132400,131800,1.34E+05,140600,145400,1.52E+05,150200,150400,148100,149400,1.50E+05,1.50E+05,150500,1.53E+05,155800,156600,155700,157300,159700,162500,163100,164700,1.67E+05,168600,168900,169100,172700,176400,181100,181400,182300,180900,184300,186300,188200,189200,1.91E+05,193800,190500,191600,190400,195100,195100,198900,200200,202500,204800,208700,213700,2.14E+05,212300,2.11E+05,206800,206200,204700,210400,,,,,,
201,Kent,Michigan,81,122100,115300,115800,1.11E+05,110800,1.10E+05,107300,104700,102700,96800,93100,86300,84800,78400,75600,73300,79900,85100,90200,91700,92900,95500,96700,94800,95100,96200,9.80E+04,96200,90400,85800,84600,83100,85300,88300,94100,94500,89200,84100,82600,8.60E+04,90300,94800,91200,89400,88800,96200,96900,92200,89400,89400,97200,99400,1.02E+05,101400,96800,98800,99500,107100,108300,109600,110500,114500,115800,116600,114500,119800,121200,123200,120700,120600,120600,121300,122600,123200,125600,127300,130100,130800,131800,131500,131500,131200,133500,133700,134800,135700,135700,136400,137900,1.40E+05,140200,140800,138900,140100,140700,146400,146900,1.47E+05,146200,147500,148700,1.49E+05,150700,152400,155400,160100,163100,164300,165900,166800,169400,1.68E+05,165200,164100,163800,166700,169200,171300,174800,
285,Polk,Florida,82,162100,160300,153200,153800,151200,146100,135900,131300,127900,124900,118100,113200,106300,101100,97800,98200,100400,98600,9.70E+04,95300,9.70E+04,96400,94900,9.60E+04,94600,95300,92500,93700,91500,87300,8.50E+04,8.40E+04,84600,83900,82900,83600,83800,85200,86500,86300,85200,83300,83100,84900,85700,87600,87300,88300,87500,87900,8.80E+04,91700,93800,92100,86900,86100,91800,98900,102400,102700,9.90E+04,1.02E+05,102400,106700,104900,106400,107500,107600,108200,109900,111100,115300,115400,115800,113200,114300,114600,115500,115300,117300,1.19E+05,120200,118300,118800,120100,123100,123900,124300,1.25E+05,122800,125200,125900,128300,127600,129100,137200,138400,140600,135600,137500,138800,1.40E+05,141100,142300,147600,148900,148600,151600,153900,156400,152800,156600,154900,152100,1.48E+05,154400,163600,170900,,
3289,District of Columbia,District of Columbia,83,395600,395100,393800,393500,398100,391200,392800,381500,382600,373100,373400,368400,368100,367800,364300,368700,362500,363300,3.60E+05,354100,3.55E+05,347400,361600,350800,343200,333300,342500,344500,3.46E+05,362900,383300,383800,380100,388100,406600,391700,376300,355500,356900,360300,356500,362400,366900,371300,365700,367100,370800,372700,359100,356100,370500,382900,397100,398800,404700,409900,411500,4.23E+05,430600,444600,437600,4.39E+05,431100,432500,429200,4.32E+05,446300,448300,452900,448200,451600,448700,452300,453400,461600,465800,474200,475700,472400,473500,476100,477400,4.79E+05,4.77E+05,485700,4.91E+05,498700,505500,503800,503700,499900,500100,498200,5.01E+05,495800,504300,500400,505600,504200,504600,511400,515900,5.19E+05,523900,5.27E+05,532500,541200,537500,541500,531200,529900,529300,5.35E+05,528600,524200,520800,518200,519600,515100,5.19E+05
989,Denver,Colorado,84,1.94E+05,186700,178400,169900,171100,176900,176400,173200,164700,157400,148200,145100,148300,156700,163900,173200,1.80E+05,188300,191200,198200,2.02E+05,200500,196500,2.04E+05,203400,199700,189500,193500,203600,205300,207500,208700,210100,211700,206800,208200,202200,202300,201200,206100,206600,207600,207400,210700,212300,212800,214500,2.11E+05,212700,2.10E+05,216700,227800,238600,246400,249500,2.52E+05,258800,257500,257200,252500,252700,256700,259100,261700,261900,265200,270700,2.78E+05,274600,264200,260500,261200,266500,260800,264700,267300,273100,273500,276400,2.80E+05,283700,286300,291400,298300,306400,307300,307100,306100,307300,308500,310700,315600,322200,324100,3.36E+05,337100,3.42E+05,3.35E+05,335300,337500,345100,350900,355400,3.55E+05,358400,364500,365500,365700,3.62E+05,364100,362700,366800,368200,382300,389700,401600,401600,402100,404100,410300
659,Ocean,New Jersey,85,284400,280400,278500,267700,265100,252800,248900,242900,241200,238900,2.44E+05,252600,255800,249600,246500,244700,242700,235500,2.33E+05,232500,232300,228500,234200,237700,244300,236900,237200,233500,234200,224400,218800,215100,2.18E+05,223900,226600,236200,235100,233500,223800,222100,223800,214800,207400,200900,200500,199300,199400,2.04E+05,205100,206400,215600,216900,216400,199700,1.95E+05,196300,203400,195800,186900,185700,193800,198600,194900,194800,195200,202300,208100,210200,210500,211500,213100,211900,217700,215400,215900,211600,215300,216500,209500,208200,210500,217700,226200,226600,228800,223100,228100,2.29E+05,229800,221100,219400,221600,225200,225500,226400,226700,229400,228900,233300,233700,232700,230700,230800,231200,2.30E+05,231800,231200,235800,2.37E+05,244300,250200,248200,241100,233200,232900,236500,238200,2.41E+05,246800,
2127,Arapahoe,Colorado,86,182100,172300,173100,172700,177500,181100,179200,180800,179100,176600,172100,167900,167700,168300,168100,175900,178600,1.87E+05,183600,186800,185600,188300,188800,186400,188700,188100,190800,187200,186300,187700,185300,183200,182300,183500,184600,172900,170500,163200,1.70E+05,169300,1.74E+05,174600,176400,1.77E+05,179100,177700,179400,176100,179900,183800,191500,198200,202700,2.07E+05,208500,211900,214300,213600,213500,211300,214700,217100,220900,223600,224800,227600,228300,229100,227800,227100,226300,227400,229800,232200,233600,233900,235300,237700,240700,240300,242900,245100,249700,252400,253500,254400,255900,261300,263500,2.65E+05,263600,266800,270700,274800,280600,282500,287800,286600,290800,289800,293300,294100,298300,302200,305500,308700,318800,324900,329200,321500,318900,320900,324100,325700,325100,330200,333700,337400,342300,348200
2251,Delaware,Pennsylvania,87,,,,,,,,,,,,,,,,,,,,,,,,,190300,191500,187700,174600,165200,158800,164600,172900,179800,176100,192600,201300,207700,181800,1.69E+05,161900,172100,171300,174700,166300,1.71E+05,170100,1.68E+05,171200,171700,180500,178700,182500,177400,176500,174400,172700,1.71E+05,162200,171200,183800,196700,197600,187800,185500,182800,184500,183600,181900,179300,1.77E+05,177200,179800,179300,1.77E+05,170800,167600,166900,167800,165600,167600,171300,1.70E+05,171500,1.64E+05,1.68E+05,165400,175400,1.73E+05,173800,170200,170400,169200,165100,168300,170200,171300,169700,166900,170600,174500,185600,184900,184500,172700,1.71E+05,168700,1.69E+05,169600,177600,177900,183100,174400,1.78E+05,171200,1.71E+05,1.65E+05,163600,158200,157500,
1558,Bristol,Massachusetts,88,2.57E+05,260500,253100,2.53E+05,241200,232100,2.29E+05,235900,238300,234900,223900,2.27E+05,230300,235100,228600,226900,222300,223600,219600,228800,230600,236200,235300,237300,234300,232700,2.26E+05,227400,221200,224500,221400,227500,227100,230200,214700,215600,210100,215500,208100,212400,212100,212700,211800,221300,225600,222600,211700,209800,206300,212400,210600,217500,214100,215100,207900,212400,221100,228200,225700,217700,218100,225400,227900,228200,226300,229500,228100,227600,228300,234200,226300,2.27E+05,219800,231700,235200,243700,241800,236600,235200,234400,2.35E+05,234900,235900,2.40E+05,240600,2.40E+05,235800,234900,237600,242700,246800,248200,249500,247400,248900,2.49E+05,249900,250200,251800,255700,256200,257200,258600,262200,269800,2.71E+05,270800,2.66E+05,261900,268500,270200,2.78E+05,273600,269800,268900,273800,284200,286700,277600,
1556,Brevard,Florida,89,174300,163500,157200,152100,153500,1.48E+05,144200,138500,134700,128200,125100,125800,124500,120100,115500,115500,117100,1.16E+05,116400,1.14E+05,117600,118500,121800,120200,117300,1.13E+05,106600,106800,100600,98700,91700,91400,92200,97700,100900,98200,94700,94600,96200,100200,97200,98700,98200,100200,100300,99900,101600,1.05E+05,107700,109100,105700,104900,105600,107600,107900,114300,119200,120500,113500,108400,108400,112200,115200,115900,114400,114100,113600,113800,119500,122700,123800,118300,118300,119200,119300,119800,123100,126200,1.29E+05,128400,129700,128500,133100,136500,139500,138700,140600,144100,143900,143600,143400,149500,152300,154500,151600,154700,155400,157200,154900,156400,159300,163300,167100,169100,170800,171900,175800,180600,184200,182100,179500,179300,184900,187200,187400,182100,182900,186200,196600,
1404,Summit,Ohio,90,107900,106500,94100,97800,94900,94700,91100,8.80E+04,84600,78300,68300,66300,61700,69400,69600,75700,8.10E+04,83300,90600,91100,97900,96600,96100,104400,105600,1.14E+05,1.03E+05,106300,93700,96900,89600,94800,94900,101700,91500,86600,72900,7.80E+04,79400,86900,85700,7.90E+04,76700,77800,80900,85200,82500,84800,84500,95200,99600,102100,100900,100400,98400,95700,102500,106900,114500,112900,113800,110600,1.09E+05,108600,109700,107300,104600,102800,102900,101300,101700,110500,114100,122200,114300,116400,110700,112700,113400,112700,113400,114100,106700,106100,101400,107900,103300,104500,105300,108900,107800,106900,102700,106500,105700,110600,110400,114400,1.15E+05,114500,112600,110700,113100,116400,118800,115500,117500,128600,130900,134600,124900,127200,1.19E+05,120100,115300,117700,120400,128500,135100,1.43E+05
3152,Anne Arundel,Maryland,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,261500,278100,282300,292800,282500,2.72E+05,285400,292600,303600,291300,275400,269900,261500,265700,264600,266900,272400,274300,276300,273800,275400,2.77E+05,277100,278300,281700,282100,291500,2.91E+05,294700,286600,288300,288700,287600,289700,293900,295200,296500,295600,300100,298600,306900,310800,3.11E+05,305100,3.04E+05,3.00E+05,297300,296300,296900,300400,298700,298500,295200,295500,298300,297200,297400,295900,294200,293700,292500,295500,290600,292300,290500,292100,290400,294700,295200,298500,297400,297900,298900,293200,295300,294900,297500,291200,2.89E+05,295100,300600,305200,303400,310600,309100,309200,301300,303100,309400,316500,3.21E+05,
2980,Montgomery,Ohio,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88700,100400,101500,1.01E+05,99200,98200,96100,97200,96300,97900,99600,101700,105800,109600,108800,105300,95700,96800,95800,101200,99100,101600,99400,101500,104300,111500
2734,Jefferson,Colorado,93,224800,218800,217100,215600,222300,224400,2.23E+05,219800,217800,213800,206800,206700,208500,208300,2.06E+05,208300,214600,219900,219900,2.21E+05,219300,220400,217900,221500,222400,223400,220800,219100,222800,225800,230400,225100,224900,221300,220100,221500,217900,216500,204100,204400,206700,216300,221500,225800,224800,226400,223500,223400,214800,219200,221600,231700,2.33E+05,238400,242800,245200,245100,242300,241200,239400,239500,241900,243800,248300,250900,253200,254500,256300,258600,259800,260800,261300,262200,262200,259900,261100,2.64E+05,269600,272400,273500,276900,276800,285700,290100,295200,293900,294700,298100,299900,304300,3.06E+05,308400,311400,318200,322200,334200,339900,3.45E+05,3.43E+05,343100,346600,349400,354600,362100,365800,370100,3.74E+05,376900,370900,366700,362100,367500,369100,375100,378300,380300,380900,3.88E+05,394300,397200
3069,Washington,Oregon,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87E+05,286200,286300,288800,290900,294600,296800,299100,302600,305900,311100,313700,319900,324700,326100,331800,330700,332200,3.32E+05,334700,3.41E+05,344200,361100,373900,374700,364700,355200,356200,356200,359500,363100,3.70E+05,374500,3.82E+05,390900,399300
2776,Lancaster,Pennsylvania,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79E+05,178200,177500,176300,178700,1.79E+05,1.79E+05,1.78E+05,179500,179700,1.82E+05,182800,185100,184800,184200,185200,183400,181300,180900,1.84E+05,186700,1.88E+05,188800,194100,199800,2.03E+05,203100,201400,204800,206200,206300,204500,
1676,Douglas,Nebraska,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131400,131500,130700,130900,1.35E+05,132900,132500,128700,132800,131500,131900,129200,129400,131200,131900,133800,133600,134600,135800,137500,138500,135600,133300,132200,137100,137900,1.37E+05,134600,134200,135600,134600,134200,134700,135400,137400,136500,137900,139600,140300,139300,136100,135800,136400,139700,140400,140600,138500,1.39E+05,139200,139200,140700,140900,142500,141600,142100,142500,146800,147900,147700,1.45E+05,144700,146800,147100,149500,151400,1.53E+05,1.54E+05,152700,151400,151400,145100,147100,1.47E+05,153500,152900,153200,157900,158100,158600,1.58E+05,162300,163700,159700,160600,161700,165800,165800,166100,,
322,Utah,Utah,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206900,210100,211400,218700,219100,221200,216500,216600,215800,215800,218300,219600,219800,220100,223400,230500,2.33E+05,232600,227900,232200,235100,232300,232300,234700,243100,242400,241500,241700,244800,247400,250100,251800,253800,254800,255600,252900,255600,258200,260600,259800,264600,265600,267400,260600,261400,263100,270100,275500,275600,2.70E+05,267300,268300,274500,277300,282800,283900,,,
197,Kane,Illinois,98,237100,233400,219500,210900,209400,212800,2.19E+05,2.12E+05,208900,204900,203800,206900,196400,194300,1.80E+05,182800,1.79E+05,184600,185900,187600,187700,1.86E+05,180500,174300,171800,171100,167400,163900,162600,167900,169800,177200,168800,162800,152300,152700,146800,143600,141300,146200,154700,161900,162600,153800,147700,145600,143700,142200,137700,143200,145800,147500,142800,142300,148500,149400,147600,142500,143200,145600,1.49E+05,1.52E+05,1.56E+05,160400,163900,166400,173900,180400,192400,193900,195600,192300,187900,188300,180100,185100,1.88E+05,201400,204300,197700,194900,191700,2.02E+05,2.11E+05,215800,212500,203100,199500,204200,204400,204600,198100,198500,204200,202800,205400,203500,2.12E+05,215800,216800,212600,211200,206800,210800,210900,210500,208600,212200,2.19E+05,222800,218100,217100,212800,213500,218800,222800,225900,227600,228600,224100
1349,Ramsey,Minnesota,99,205600,200300,199300,190200,187100,186700,191900,195700,191700,190300,183400,178400,169700,166100,165400,164500,165900,167300,168600,169100,168600,168200,165400,159200,159200,158800,161200,160100,161400,156200,151700,150300,155300,159300,155500,149900,141400,1.35E+05,134300,136900,137800,137300,135500,137900,139600,139700,137900,132800,128400,126700,131300,1.37E+05,144100,144700,146400,148200,149900,156900,158200,165300,164300,166300,165200,167400,171700,175300,176900,180800,1.81E+05,179200,174700,175600,182800,184400,183900,180900,1.79E+05,179300,178200,182600,186300,190400,191300,190700,189700,1.90E+05,1.92E+05,192500,192800,190800,190600,1.89E+05,189300,192500,194400,194800,193300,193500,196600,196200,197300,199300,2.03E+05,204200,203400,201700,204500,203700,206200,201600,205900,210400,216800,217600,213800,2.17E+05,219400,223800,222400,219200
1964,Passaic,New Jersey,100,373200,377900,365400,351100,335600,333300,325300,322200,314700,313300,303100,294500,291800,286500,288900,279100,286900,284800,289800,285600,292300,2.95E+05,292600,2.78E+05,279800,288100,289300,283800,276500,281600,273100,267900,2.62E+05,264400,2.72E+05,269700,2.67E+05,260600,262600,263400,260400,264200,264700,265200,257400,254400,251200,253400,252400,2.52E+05,249100,245900,245700,248400,250800,256300,256100,2.54E+05,246700,256400,259200,264700,259500,262500,262900,260200,261900,263100,264100,268200,279300,281700,285600,269900,265300,2.61E+05,260700,256600,252100,256800,263600,265200,2.68E+05,264600,263200,257200,253100,256100,260700,270800,2.73E+05,2.72E+05,273600,2.72E+05,272400,271900,276800,284100,284300,2.80E+05,274900,275300,277800,274400,267700,263900,265100,267400,272300,273200,270700,266900,271400,279100,283500,2.73E+05,270500,263300,274500,
1611,Chester,Pennsylvania,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283400,279500,282900,288400,290900,294100,288900,287400,288100,2.89E+05,291400,289500,291600,281400,281700,291200,299700,296900,289900,289600,294600,294900,292200,292200,292300,296200,288100,2.86E+05,286700,297700,300100,301600,295500,298500,295900,299400,291500,293700,296100,301400,297900,293900,295900,299900,302200,299500,301900,300800,306300,295600,299100,299300,3.07E+05,312200,311400,317100,312300,312500,327500,335700,346800,335300,332900
2537,Sedgwick,Kansas,102,117100,120300,1.22E+05,124200,126900,128100,1.27E+05,1.26E+05,126700,128400,127100,124900,121700,122600,120500,122900,122900,124800,122700,122800,1.21E+05,119700,122300,122900,126200,123700,124600,123300,121300,123300,124400,128200,129500,130300,129700,121700,120700,121100,124100,124600,124300,127700,127800,131500,130300,131400,123900,127600,125400,129200,124300,126200,127200,130500,130100,132500,133600,137100,132800,128300,125200,125500,126800,1.29E+05,130100,134100,132100,130900,127700,126500,129300,130300,133200,131200,130400,128400,1.30E+05,129900,130800,135500,136900,138200,135100,137900,137800,138400,138100,139200,138200,1.38E+05,138500,139200,138800,1.39E+05,138500,136800,134600,136200,137700,141400,141800,143100,144200,146900,147700,149700,148400,147600,143800,143100,142700,146100,145800,149900,149900,152700,152200,151200,147800,
2482,Plymouth,Massachusetts,103,301500,3.02E+05,303400,293100,275400,273100,276600,284100,272500,264400,246200,240900,245700,258300,265600,261400,256700,263100,264700,267700,259200,2.60E+05,259600,2.66E+05,272600,280400,279800,276300,270200,269400,265700,272700,277600,273200,269800,260700,261800,261800,266700,271300,269200,270500,270900,270700,267300,261700,251100,245200,2.44E+05,2.58E+05,270500,275400,272200,264300,264600,258700,254500,253800,247600,259800,268300,280700,277800,277600,281200,288500,2.94E+05,294200,282800,272300,274500,284400,2.97E+05,296800,305600,303300,301900,293200,288400,288100,286400,289100,289800,292700,289800,2.97E+05,299900,304900,298600,297600,296200,298300,300100,305100,303100,3.03E+05,301200,320600,321600,323700,309900,308700,311600,319600,323200,320100,314600,313600,311400,322600,332800,342100,331800,325100,325300,334100,337500,334400,334800,
2063,Volusia,Florida,104,170300,169200,1.69E+05,1.64E+05,157700,152900,152700,147200,147400,137500,136100,128800,125600,1.22E+05,119600,122600,121800,122800,1.23E+05,123600,118900,117200,112800,110400,105500,106800,105200,106300,104900,105100,103500,102100,101900,97200,96100,9.60E+04,96100,9.10E+04,91900,94200,96500,95100,9.60E+04,97500,96100,92500,88700,87200,91400,102800,109200,112500,109800,106300,102300,100500,103500,106900,1.10E+05,111500,112500,112400,114300,120900,121300,122900,122400,124400,124700,122500,122200,1.24E+05,122400,122600,121800,123500,124400,123800,124600,123900,125400,124900,125600,126900,128300,132900,133900,1.36E+05,136100,136400,137200,137700,138200,140600,143600,145800,148600,149100,150600,149400,152300,155900,1.58E+05,162200,164400,165500,165100,163900,165500,164100,165200,167700,170600,171800,172300,172700,176200,1.77E+05,177300,
1241,Morris,New Jersey,105,440100,438500,430600,421500,400100,397900,401600,405700,400600,400500,391400,389100,387800,3.97E+05,388900,381900,3.73E+05,375200,376900,382800,389300,388100,388100,396200,411500,415900,404500,387900,3.86E+05,394800,403300,401800,398500,402600,397500,391200,384500,396500,392800,387400,373100,376600,373700,373900,367400,367100,369700,380800,398400,391600,381200,367100,373500,377600,374100,377100,379600,385800,389400,394400,402200,4.02E+05,406300,3.99E+05,398300,394700,395100,388400,387500,381900,393100,389500,393300,393100,396900,401800,392900,396400,399700,402700,392300,386800,412500,422600,418400,391800,382600,386100,390800,396800,393300,399100,402800,410500,394200,394700,375600,379600,378100,389100,393500,389300,389400,387100,3.89E+05,388700,388400,382200,387400,389200,394500,395500,398800,4.00E+05,4.01E+05,398200,393600,389500,388300,
146,Dane,Wisconsin,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,193800,197200,205200,213600,218500,209300,2.04E+05,207700,214600,215600,202500,1.99E+05,198800,204800,203200,204300,203200,207100,205300,192600,184400,183300,197700,206900,206500,2.03E+05,199500,198600,200700,199700,205600,210200,212600,209100,213600,215800,219300,210800,209800,208100,210700,208800,210400,207500,208700,2.06E+05,207900,206300,207400,209700,213500,215500,214300,214500,212400,210100,2.14E+05,220300,222500,222200,222400,224700,225900,230300,234800,236400,235900,236300,236500,2.40E+05,242400,243100,239600,239700,238400,236600,2.32E+05,235100,237600,243400,2.44E+05,250200,251400,250800,249200,244700,246900,245100,251100,249900,247700,247700,
2033,Spokane,Washington,107,177600,174700,172800,174500,173300,173300,167400,168400,170700,173700,174500,174300,174400,170200,163400,160700,160800,161900,160600,161500,161100,168100,167900,169900,165300,163100,160400,156900,159100,164200,163300,162800,160600,165900,162100,161600,158100,157800,150800,151800,153500,154600,152200,153600,153700,1.56E+05,1.56E+05,1.58E+05,1.62E+05,161700,1.60E+05,154600,154200,156400,158100,158500,165800,170100,1.71E+05,165500,1.62E+05,160600,1.61E+05,161600,162400,162800,1.64E+05,163600,164800,164800,165400,165200,163600,164300,160900,162400,160900,165100,1.66E+05,169500,169400,168700,168300,171700,173100,1.75E+05,173100,174800,176800,179100,177600,180600,1.81E+05,182600,179600,178100,181800,183300,187700,186100,1.87E+05,184600,185800,186400,188800,191700,193600,192800,193700,194500,200600,202600,203700,205700,206500,207900,2.11E+05,216300,225900,222400
