RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02
219,Lake,Florida,152,193500,189600,183500,172100,173200,170700,166800,162500,160700,155300,148300,142700,144100,141800,135800,129500,129800,129800,133300,130500,127900,123400,121500,123700,126800,128900,128800,127300,125800,124600,122600,1.24E+05,122800,121600,116800,115900,118800,117400,1.16E+05,111800,115200,114200,114900,115900,114300,114200,112500,119900,1.24E+05,123600,119700,117600,119500,122800,124200,126900,123900,1.25E+05,122400,128400,134500,141300,141500,138900,137800,138900,139300,140500,1.41E+05,141300,1.41E+05,145700,148300,1.53E+05,149500,149500,147600,148900,149500,149400,147800,1.46E+05,144100,147800,151300,155700,157800,1.60E+05,162200,161700,162700,1.64E+05,165100,161900,162600,164200,1.69E+05,1.69E+05,170500,170500,1.73E+05,175700,176400,178900,182900,1.91E+05,1.95E+05,2.01E+05,207100,210100,207200,200100,197200,195700,196900,196100,195300,192900,194600,197700
2702,Galveston,Texas,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193500,194200,195600,196800,198500,196200,195600,196100,195400,193700,1.95E+05,197900,203200,2.03E+05,205100,199700,202100,198900,205400,209700,218300,226700,225500,223200,213900,210800,214400,218800,220700,223600,227800,229800,228800,223500,220600,
1101,Howard,Maryland,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343800,333500,336600,346500,360700,346300,339200,323300,330700,337600,356400,363600,354600,3.44E+05,337700,356100,366900,367900,351600,340500,346600,354800,356600,357500,354200,353300,352900,358800,365400,362200,3.61E+05,361400,368100,369400,371300,370600,370300,355600,356800,3.57E+05,370200,375600,364400,366700,355400,371300,365400,374600,378100,379300,371100,362900,362500,371100,373100,370600,372600,371600,375900,360800,358800,363800,374700,377800,378200,3.72E+05,368600,366800,370900,367600,372400,3.71E+05,376300,369200,374200,383100,390800,388800,389200,382400,380300,373500,377800,390100,392800,384400,376300,
1670,Douglas,Colorado,155,286100,281400,2.83E+05,282600,285500,285900,286700,2.89E+05,283900,287900,290300,2.91E+05,282200,2.74E+05,270700,273100,274600,280100,282900,287100,283500,289800,293400,298200,291400,281700,279100,278300,291500,294500,295600,293800,294600,297700,289200,286900,282200,281100,283300,287300,2.92E+05,288800,286500,281700,288100,289200,295400,285600,285200,281100,288500,288300,2.95E+05,295800,300600,301200,301600,308400,307600,316300,3.11E+05,312800,308300,313300,318200,319300,318900,317800,319500,319900,327200,330300,332800,328300,329200,331500,336300,340400,343300,3.45E+05,351300,361200,368700,3.68E+05,368800,3.67E+05,368800,366400,3.68E+05,367600,369200,377600,384600,389600,390200,3.92E+05,394500,398300,404100,407300,407700,409100,405300,4.08E+05,410800,419700,420800,431500,4.45E+05,455500,455500,448900,450800,4.47E+05,447800,446700,447300,448800,447700,
2318,Hamilton,Indiana,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205800,206900,2.08E+05,206100,2.06E+05,2.05E+05,202700,198900,201800,202300,206800,208800,2.10E+05,211100,214200,212400,214800,211200,216800,215100,218700,225800,2.30E+05,228300,221900,220600,218600,220500,215100,2.22E+05,2.20E+05,226300,225200,225400,219300,222700,221300,237700,242300,248800,243200,242300,242100,236100,230800,231900,238900,236100,241500,,
1900,Madison,Illinois,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05E+05,109300,119900,127200,1.24E+05,123500,118500,118200,114200,114100,107400,109600,112300,1.18E+05,122800,124100,130200,128300,125600,117300,1.19E+05,117800,114600,
1957,Osceola,Florida,158,216800,2.13E+05,200400,188200,177700,174400,171600,161300,156900,146500,144200,136300,129700,121100,113800,107200,105400,107200,1.10E+05,107300,105500,107300,104600,105100,101600,103700,99900,98800,96400,9.60E+04,91900,88900,88300,91100,91700,91200,89200,94200,95500,9.70E+04,95600,93100,91900,9.30E+04,97200,103500,103900,105700,105200,103400,101500,101300,106800,106200,106600,105500,110600,116900,120800,122700,118600,120700,121700,127600,131100,133300,133400,132200,135800,1.39E+05,140400,139800,137900,138900,139400,139500,139400,136400,138900,139900,143200,144500,142400,143300,143700,147700,150100,150500,151700,151700,1.53E+05,154100,156300,1.57E+05,160500,1.62E+05,164900,164500,165400,167400,170500,173200,173800,176400,178300,180200,179500,180800,180900,181800,181500,183100,186500,187600,192700,193900,205500,215700,223900,
1650,Dauphin,Pennsylvania,159,156200,153700,149500,146900,148700,147400,150500,152500,1.53E+05,151600,144900,150200,1.52E+05,151400,145700,143700,147600,145700,146600,148300,1.51E+05,151800,150600,153200,152500,150900,147300,146300,1.48E+05,1.46E+05,144400,143100,146200,148700,144700,143600,141900,145100,144300,142100,143500,141900,145200,146200,144900,141900,140500,137600,142100,142100,1.45E+05,142700,140900,140400,144500,145500,149100,146100,147700,1.45E+05,143800,141300,145500,147200,149300,150200,149100,1.49E+05,148200,147100,137800,136800,137600,145900,144400,142800,145500,142600,146500,143200,149800,151400,150600,151400,148500,151100,149800,150400,148800,146300,147400,148100,146900,145300,143400,144600,145800,147400,1.45E+05,142500,138900,140300,135300,136500,133300,134200,134800,131400,127400,127300,130900,138300,141400,140400,145200,143300,151800,145100,138500,1.29E+05
1300,Ottawa,Michigan,160,143500,137900,138100,135300,132800,128200,127600,126200,1.26E+05,121700,119200,117200,116200,115300,111500,111300,112300,114500,119100,123500,121700,117200,1.15E+05,117100,125100,125400,125900,119200,118400,117500,117100,116800,114900,115400,117400,120700,121100,1.18E+05,116500,117400,118800,119100,116800,116200,118100,120700,120400,113500,114300,115100,118700,118200,120200,126800,133800,135300,133900,128100,126800,127500,135600,135200,1.37E+05,131400,133300,134800,136800,1.38E+05,132400,131600,130600,143200,1.43E+05,146800,137400,139600,140400,143200,144900,146500,147800,148200,150600,150900,152800,153200,157800,156500,156700,156800,157500,157800,158700,162900,166500,168500,169300,168600,167200,168400,170300,171100,170600,171700,178100,178900,179200,178700,183600,191900,191700,191800,189800,192800,193800,191200,192400,195500,198500,
3016,Rutherford,Tennessee,161,135200,137800,137100,133700,131500,130600,130200,1.30E+05,130200,1.29E+05,126900,125900,126100,128200,128400,128800,127500,126900,125700,125900,125900,127200,126400,126700,128600,131300,133300,1.33E+05,129300,126700,1.24E+05,125900,123500,123900,122800,123800,124300,125300,124200,121400,119700,119500,1.20E+05,121300,123500,125300,1.22E+05,122800,120100,125300,1.25E+05,126500,125400,1.25E+05,126100,126200,127300,129100,129500,127100,125900,126800,131200,132200,132600,132400,133300,132400,132500,132900,131200,133100,1.35E+05,140600,140300,140800,141300,141600,142700,142700,145100,145900,143200,143400,144300,148700,151900,154700,157900,162600,1.65E+05,1.68E+05,167100,170700,173100,176300,179600,180900,182200,1.83E+05,1.85E+05,188400,1.90E+05,195300,198800,201100,201100,2.05E+05,210700,217200,218600,218100,2.16E+05,213800,214700,214300,216700,214600,213300,215400
1622,Clayton,Georgia,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44200,44900,44500,46100,48200,50100,52700,5.40E+04,55700,56600,56900,56900,55500,54700,53300,53700,55500,57200,58900,59100,59600,58600,57300,59200,62300,64200,63600,61600,61100,62800,64300,66500,65700,65700,65700,64200,64900,63900,64700,64800,64200,6.40E+04,63600,63500,62400,63500,66700,68900,68800,71300,74500,77900,78700,77400,76600,73800,79200,81600,91400,100100,102100,95300,85200,86800,93500,95600,92800,
2668,Cleveland,Oklahoma,163,119800,120200,120400,122600,124100,1.27E+05,127300,1.26E+05,121700,122300,122100,126900,128900,127800,125200,123800,127500,127400,1.26E+05,1.23E+05,1.24E+05,124700,128600,132800,131600,127500,1.23E+05,127500,126900,123200,120300,124700,128500,130500,129600,133500,131500,128200,125800,126700,129500,129200,127900,128100,129800,135100,136200,135400,130500,130700,130100,126200,123800,122500,128700,134800,139700,139200,134400,132900,134600,133900,133400,131900,136200,137600,1.36E+05,131900,129900,131800,132700,1.33E+05,132500,133200,130900,132400,1.33E+05,135700,137300,136300,138200,141500,1.43E+05,146700,140900,140600,137300,139400,139400,1.39E+05,134900,130900,125900,126900,130900,137500,142900,143600,143900,143600,143100,144100,144500,147500,1.48E+05,148900,148400,149800,150600,153500,152800,150800,151700,147200,148600,146800,150800,151100,,
625,Marin,California,164,8.47E+05,816700,834900,826900,829200,769800,750200,698900,696300,657600,658700,635500,636200,631900,633800,653200,658700,689700,681500,668100,625500,637200,657800,693600,685900,674600,672600,6.72E+05,697800,698300,719500,681600,675600,645400,639900,604200,639900,665700,694500,671300,663800,663700,656300,642200,639200,606500,609700,603400,614600,615800,628300,655600,676900,670900,686800,689100,708400,709400,743300,745100,767800,770100,798100,792500,811200,805900,808700,783300,781700,781700,790800,803300,854400,8.52E+05,846400,804400,819800,842500,892300,890700,901200,875700,892700,885500,1005200,999100,1011500,894400,898500,8.93E+05,903200,921100,927500,920300,906900,912600,916300,931800,935500,950700,945100,947100,930100,933500,906500,9.15E+05,991700,1010300,1044600,966900,968500,933400,929400,922100,955600,1085700,1096200,1.09E+06,9.98E+05,
1761,Harford,Maryland,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233200,237300,233400,2.28E+05,223800,221900,224800,2.32E+05,233800,233500,228700,234200,2.36E+05,234400,224900,227700,228200,2.36E+05,231800,2.30E+05,231300,230600,238100,231700,230200,226900,232500,230600,228800,230500,233500,236400,234400,231900,230600,227200,234800,232400,231200,236100,246100,
3173,Norfolk City,Virginia,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166800,178500,182800,156500,147200,143700,163800,165300,158700,157500,156300,170800,176800,186700,184200,177500,171800,164300,167300,167100,1.69E+05,166900,176900,1.83E+05,188800,180600,176800,176100,175100,175400,1.74E+05,175500,168300
3061,Washington,Minnesota,167,238700,246400,240700,234300,226600,221900,225300,224200,225400,213900,217100,224400,232500,223300,218800,212500,210100,2.05E+05,204600,203800,198300,194100,191700,195600,1.98E+05,207600,204400,2.03E+05,202100,204100,204900,201800,197600,1.99E+05,192500,197200,192100,192100,183400,181300,185500,192200,187300,185600,174900,1.81E+05,176100,184100,186800,192800,198400,197900,199500,200600,207400,213400,219300,208900,205200,197800,210200,210500,209500,2.12E+05,214800,217100,2.11E+05,211500,212300,214800,223300,234800,234500,228400,218700,220600,222600,2.28E+05,230100,229100,225600,223700,225500,225200,236300,242700,253900,245700,239500,229900,223900,226100,228700,236700,241300,250300,252800,251900,247200,245300,243100,240700,240700,242100,241900,242200,238500,249400,257400,268400,261700,266100,262600,262300,248600,246600,249400,255100,256700,264700
2914,Cumberland,Pennsylvania,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,162900,162500,169100,175900,172400,170500,165700,169800,168700,169900,164700,163800,162300,162700,161700,161400,161300,161800,164100,166600,1.67E+05,165300,163600,160700,162700,161900,167600,168500,166200,162600,159800,166800,162300,1.65E+05,162800,170200,169500,169100,166100,165100,166900,169600,171800,172700,174700,175200,172100,169100,170100,168900,173300,169200,170900,169300,171900,172700,172600,171900,173200,173500,174200,176200,176200,177700,175500,175100,171900,170900,169700,170200,172900,1.78E+05,177900,177200,173400,176100,1.75E+05,175200,173800,172700,172900,176100,182300,181400,181900,1.79E+05,184600,184300,187100,182800,186400,187600,186400
3225,Saint Tammany,Louisiana,169,,,,,,,,,,,,,,192300,184900,180200,178600,187800,189800,191300,187500,186400,176200,175400,182600,186300,186200,177500,182400,182500,180500,175600,174900,178200,176300,169900,162300,162700,162500,165600,160400,174900,188900,196300,193400,182600,174800,160500,151300,149700,150900,156500,160300,166400,171400,173200,171600,168500,179500,176400,178600,177200,189500,189500,180400,175500,174100,1.79E+05,175700,175500,1.73E+05,176500,180200,180700,175800,176700,177300,181500,183700,183200,189200,188700,186300,182500,184900,191300,195700,191700,195100,192700,193800,191500,191700,195400,195300,1.96E+05,193400,192400,191100,196600,201300,2.06E+05,204200,203800,202800,201300,202500,197500,193700,189800,192700,193600,195600,201900,204500,204700,197200,199700,202500,
2699,Frederick,Maryland,170,292800,288900,2.80E+05,270300,263700,259800,258600,255800,262900,265200,274700,273300,264700,259700,246600,248100,234400,235400,237300,239700,2.39E+05,244100,248400,251600,241800,238900,230600,227700,215700,213100,214100,223900,234900,242500,239600,231800,212300,216800,210600,216800,202900,205600,2.08E+05,221200,2.25E+05,232100,228400,223400,215600,213400,227900,232400,234200,228500,240700,254100,2.58E+05,257200,2.52E+05,2.51E+05,241900,2.42E+05,245900,259100,261500,2.56E+05,250700,247600,255400,252500,249700,244700,248700,250400,253400,254500,258300,257300,258300,255700,255300,2.57E+05,255700,262800,258200,258300,249200,246700,246400,249100,253300,261900,259600,257600,253800,258900,260700,261900,259600,2.60E+05,255500,262400,262200,266800,2.65E+05,272300,282500,280800,2.76E+05,271900,280800,284600,2.93E+05,294100,299500,300400,299200,311300,309700,
344,York,South Carolina,171,154300,1.48E+05,157400,161900,171100,163700,166500,159500,165400,163300,162200,152700,152400,152600,157100,158100,159700,156100,152800,150500,150300,148400,151700,151500,153800,145800,146700,145200,151900,151400,145600,1.41E+05,146500,149200,160200,158200,155900,136900,133800,149700,166100,166600,159100,154600,145500,137800,142800,147300,146300,140400,153900,172800,177600,169200,160900,158400,155800,153200,153200,168500,171800,174600,185200,1.78E+05,179500,159600,164900,165900,166900,168300,165700,169400,170200,174900,172800,174800,171400,167100,1.71E+05,176400,180800,178800,179200,182200,185100,181100,182800,183500,194700,198300,197500,192200,1.94E+05,196500,200600,195300,192600,190900,205200,209900,208100,197800,197300,197400,196300,197300,202800,207300,208100,212100,214700,219600,226500,222700,222600,218700,212800,196500,186700,
3254,Chesapeake City,Virginia,172,256800,247100,243700,234100,234500,2.45E+05,2.44E+05,246400,234300,232100,230300,238500,244800,240600,231700,224800,220700,225400,217700,223800,215500,218800,223200,228600,2.43E+05,2.30E+05,217800,204500,211300,229500,224500,229200,221200,234200,243300,241800,234600,2.17E+05,208600,203200,200100,214300,213400,215400,205100,206800,207700,210400,211700,207300,201400,199200,202600,210800,213800,216200,217400,2.22E+05,229700,224100,220100,2.09E+05,203200,2.03E+05,206400,219800,220200,2.18E+05,217500,204500,206800,200300,211500,210900,209800,212100,210500,212700,215800,225400,227500,229200,225200,228900,228900,232800,235100,235200,2.33E+05,241500,234300,233300,220500,225900,224800,225100,228300,225900,225800,226100,228300,229300,226200,241300,241700,243400,228700,227400,228900,232600,229300,229800,231600,244100,238700,243800,241900,248900,251100,244400
126,Clay,Missouri,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140900,142500,1.47E+05,146600,147900,147900,150900,159300,160200,157100,150900,149500,150700,149200,151200,151800,150900,151400,150800,153600,151800,152200,151600,154200,155300,154200,153100,151400,1.54E+05,152900,155100,157500,161600,163700,160200,162500,161600,165100,163700,1.68E+05,166600,168500,1.66E+05,165200,173600,176900,180400,1.72E+05,173400,171800,172700,175400,183300,186100,194200,204900,221400
2529,Saratoga,New York,174,2.17E+05,215900,214900,216200,222600,219500,213400,208400,209700,216300,215400,213900,208600,205700,203600,207800,215600,214200,216400,212300,214900,213800,212400,220500,219500,223500,220800,223200,228700,232200,231600,229300,226900,230300,228900,232500,231600,2.30E+05,228100,2.32E+05,234100,228200,223400,223500,221300,2.20E+05,218700,224300,230200,222100,224400,227400,236200,233300,228300,231100,239600,242700,243700,240500,235300,236600,237900,240900,241800,240400,240200,237100,240400,245800,249500,244900,244800,243900,241400,234400,232600,228700,233200,238300,243900,240600,237800,232300,225100,221400,2.30E+05,242800,247400,247900,246700,243600,238600,234600,232200,235200,237700,241900,237400,240100,238100,2.42E+05,239700,242400,241600,244600,245300,250400,242900,244100,244500,254600,257600,256800,247400,243300,243900,2.47E+05,251300,
2744,Jefferson,Missouri,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151200,151600,152300,153700,153800,150200,149300,146900,1.51E+05,1.52E+05,157500,156900,154100,1.54E+05,159500,166800,167200,164100,161200,161400,166300,167300,1.66E+05,162900,158500,160600,164100,171800,173100,1.71E+05,171500,169200,
2188,Cherokee,Georgia,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139100,136100,134300,132800,132700,133900,1.33E+05,135900,137500,138400,140200,1.40E+05,147700,1.48E+05,153200,153600,156500,156200,156700,156500,157700,158400,165800,1.68E+05,171200,168200,169700,168500,168400,169700,172500,173800,173800,175500,177900,179900,180200,180600,182800,185500,188900,191600,191600,192700,195900,198600,198900,194100,193600,193500,201700,203400,205700,199300,200800,202600,207300,204500,204100,2.07E+05,211700,214200,211700,213500,211900,2.16E+05,218700,228200,228200,228800,227700,227800,229400,2.31E+05,236400,240700,242600,
3070,Washington,Pennsylvania,177,107500,113700,127100,117600,109300,111800,109300,112200,100300,96100,92500,109400,115200,114600,106100,1.03E+05,113100,113400,114400,112500,116200,115600,110400,114500,120400,125500,124700,120900,115800,108800,108600,114500,123500,125500,128900,1.13E+05,119700,1.03E+05,113300,107800,122400,125600,125100,1.28E+05,1.23E+05,120200,112700,123200,1.26E+05,1.32E+05,127900,134500,134800,136800,130200,132500,128500,131800,1.34E+05,145700,149700,154700,1.51E+05,155600,149500,148900,141500,141400,130700,1.33E+05,132700,131600,128700,123900,127800,130600,133500,1.37E+05,137500,140400,142100,148100,144400,150600,1.57E+05,156300,1.49E+05,135700,144100,137800,139300,136100,139400,136500,137200,132700,136900,139300,141400,140600,1.35E+05,137400,142200,140600,145900,140300,147800,139900,143100,139800,141800,1.43E+05,136300,134900,130200,135400,140500,135100,1.26E+05,129200
3219,Richmond City,Virginia,178,196400,189200,186200,175500,170200,170400,169800,174900,156100,163100,162700,169500,163300,153600,1.55E+05,153500,153900,154800,153700,163200,159900,162300,159700,167200,157200,156700,151800,153600,146900,146100,140500,130400,116800,130500,133600,135100,125200,133400,1.42E+05,148900,148200,153500,143700,136400,130700,140500,144600,140800,133300,1.41E+05,142300,153400,148700,158300,156100,163600,162300,166300,171400,1.79E+05,176500,170300,170600,1.76E+05,175600,176900,178300,182900,173200,166200,171500,166700,1.70E+05,168900,179300,183900,179100,178400,177900,178900,187900,200800,196500,193100,181800,1.84E+05,184900,175600,1.82E+05,1.78E+05,175300,167800,170400,181100,210600,208600,205700,184900,189500,193100,1.96E+05,199300,199300,204100,202600,208800,205900,209200,2.03E+05,1.98E+05,192500,1.91E+05,187800,194800,195600,196300,194600,214500,222100,216400
770,Union,North Carolina,179,179900,177400,167900,160600,165300,174500,173700,165800,160300,172500,176300,1.77E+05,171600,169600,1.66E+05,163900,161100,170700,174200,178200,175300,172100,185700,180800,176700,1.58E+05,175300,180500,204100,191400,195100,186700,184300,184500,183800,192600,185100,1.68E+05,159700,169700,175100,1.78E+05,165800,158300,151100,1.68E+05,182300,192300,181900,170700,1.65E+05,161500,1.73E+05,173200,166400,157800,157900,180800,182700,181100,171100,171500,174500,174200,178300,182600,183500,181400,180600,1.96E+05,198800,200600,182100,181200,180200,180800,187700,186200,186800,183300,179400,185500,188400,203400,204600,203500,201600,197500,1.97E+05,192400,183300,189400,195400,205900,204500,1.98E+05,196900,201900,204500,215800,203100,209300,207300,218100,218600,222200,227200,225800,227500,2.36E+05,234700,234700,233400,245100,256800,255800,259200,272300,285400,
340,Yolo,California,180,323500,312200,301100,291700,289700,292100,280300,270100,253600,2.58E+05,255900,241500,223800,210900,2.27E+05,228500,253400,250300,248600,232400,237700,244600,251900,2.42E+05,243300,232900,238700,238100,243600,242600,225100,2.14E+05,211900,225400,229500,229500,220200,220800,2.10E+05,208500,201500,205500,212700,2.12E+05,206200,204300,198500,2.08E+05,206700,214100,209200,2.05E+05,221200,228900,239800,237100,2.38E+05,245900,245200,249700,250700,2.60E+05,268700,274100,290900,299100,306700,305100,3.02E+05,301700,297800,3.08E+05,316100,314900,319700,319800,323700,320900,316800,318400,323200,326300,3.32E+05,335900,333400,335200,330400,339800,345200,350600,355400,353600,368100,366900,3.71E+05,357400,357200,357600,360400,354200,354400,354100,3.62E+05,363700,368800,378900,387400,378400,372400,362800,378600,388300,394800,387700,393300,399500,426300,425800,423900,
2509,Richmond,Georgia,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75200,69300,65400,60500,58700,58900,61300,63300,66500,64700,63300,59400,59300,59100,61300,66100,76500,71500,74400,65600,66700,61100,57800,59900,61500,65400,68700,68900,68200,66500,67600,68100,69800,68500,71700,69700,69500,71400,7.30E+04,77300,77300,85200,82100,81700,74300,78300,78600,79300,78100,7.90E+04,77300,73200,73700,79600,85300,88900,85400,80600,80700,82300,9.90E+04,97500,97900,86200,9.00E+04,90600,9.30E+04,91600,90800,85100,80400,84200,89600,94100,90500,90500,95300,,
1381,Shelby,Alabama,182,187200,1.78E+05,167700,173700,176600,178800,172200,169700,165800,167400,166600,172600,1.71E+05,169100,161900,163800,167600,171900,163500,164100,162700,175600,179500,180400,174300,165300,163700,167700,1.73E+05,1.73E+05,167500,168400,171900,179300,175100,178600,174600,173700,165300,160300,162300,163800,163100,162400,159500,159700,158900,160400,161100,162300,162400,169400,166900,166100,163400,168300,177200,177800,177700,176300,173900,1.68E+05,165800,168100,180600,179400,178600,1.71E+05,172800,1.75E+05,176700,173200,164500,164100,163800,1.70E+05,170500,173300,172800,173800,174700,175500,175100,1.78E+05,181600,181900,180100,184500,183900,183100,178400,179100,178800,174900,179800,179900,184900,183400,189300,190300,181600,184100,187900,208200,208800,212400,204600,206800,197700,194500,189200,195100,192500,192800,187800,194200,1.96E+05,205200,209800,
118,Clay,Florida,183,180800,178900,171100,176100,181600,188600,184700,181800,177400,173300,165700,172100,165900,164400,151400,156600,159900,158500,153200,151900,152900,152600,149400,146600,140400,141600,141900,145500,138700,1.35E+05,1.30E+05,134700,133500,129300,118900,1.16E+05,119200,124500,126600,127800,121400,128100,127800,1.37E+05,129600,128400,121300,120400,118700,119500,126600,133100,132600,128500,123200,130100,130400,130400,124400,126900,128400,1.32E+05,130500,131100,132100,135300,144400,1.51E+05,148800,142500,136600,136800,136900,136400,137600,137800,141600,141700,143900,146200,150700,150300,143100,1.41E+05,141100,147700,149600,152600,153100,152800,1.50E+05,150200,148300,149100,150900,156800,1.59E+05,162300,163900,163800,162100,163600,168400,170500,173300,175600,181300,183900,1.87E+05,185600,181400,185400,182500,1.86E+05,183900,1.89E+05,189600,184400,183500,
3128,Saint Johns,Florida,184,266300,253100,257500,2.64E+05,275100,273900,273900,2.65E+05,2.66E+05,250500,237800,2.20E+05,217500,210300,213400,210900,2.12E+05,203400,196800,200300,201600,211600,212200,208300,210500,200100,200100,193900,194800,197600,1.91E+05,197500,191300,194400,1.90E+05,191400,189700,190500,192600,191200,193200,202500,207300,210600,202600,206800,213400,200800,193900,183300,195600,202300,2.08E+05,209100,212300,214200,219800,216700,215300,206700,209300,208500,211800,218500,226400,238500,234200,229200,221700,221600,222400,226600,228800,233200,235600,236900,238700,239600,240200,234100,235200,234400,2.39E+05,240600,241200,242900,242200,243800,242300,2.42E+05,240600,243600,245600,249700,251700,251100,250700,250400,252100,254300,2.57E+05,260400,251600,254100,256300,261700,264800,260200,2.66E+05,266100,273100,278500,277500,279500,274900,277900,281200,290600,300300,297400
913,Canyon,Idaho,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128900,130300,130400,131700,133500,134100,133700,131700,131200,131800,131700,131200,134400,135400,135100,134900,133600,135200,136700,140500,141200,140500,139500,141600,142100,143500,145500,146500,149500,151300,154600,156100,155600,155300,157300,158500,160200,159200,160600,161400,161600,161500,163900,168600,173200,174100,174900,174600,174500,175200,1.77E+05,179600,186400,191500,
905,Butler,Pennsylvania,186,183100,180100,171700,166100,164400,170200,171800,174200,177400,168900,1.75E+05,171700,1.96E+05,185300,186200,1.71E+05,169300,168700,1.67E+05,163800,161600,156400,159100,154600,161500,175200,179300,1.77E+05,167900,168100,173400,176700,177600,165400,165200,182900,216400,213500,199600,175200,1.76E+05,172400,174100,175700,182500,180600,188100,184900,208600,205900,209100,196900,200200,200100,199100,208300,210400,200700,1.88E+05,189900,193300,188800,184900,193500,2.02E+05,2.05E+05,203100,200400,204900,206200,202100,203100,199800,206300,1.93E+05,191600,191600,207100,212200,217300,214300,218900,224100,244400,244700,2.38E+05,220400,213900,211200,206900,211400,208800,207700,201600,202500,202100,211400,226600,235100,231900,2.15E+05,212300,204800,2.06E+05,206600,209300,208400,202500,210100,216300,220400,212400,202800,194400,197500,196200,196400,179300,185700,200400
3080,Williamson,Tennessee,187,284600,287900,290900,295700,295100,295900,301100,301400,2.89E+05,274400,279400,285800,298200,295200,2.95E+05,286900,287800,284300,283300,2.75E+05,273600,2.79E+05,276200,281200,289800,297700,291200,280900,289200,302400,308100,307200,3.16E+05,310700,3.04E+05,292400,285300,2.84E+05,283800,292600,291100,295600,295800,298800,293700,293900,290700,281700,274300,280600,290500,304600,299400,298800,292100,298300,296200,2.95E+05,2.95E+05,301100,307800,315100,317100,320200,320200,3.29E+05,330300,329300,328700,320800,323900,317600,321700,309200,310300,316500,332100,338900,340600,341100,339700,341300,346700,351300,353100,351700,3.56E+05,3.57E+05,358700,352600,352900,3.56E+05,357200,3.49E+05,352700,359600,381300,379800,379800,367400,359100,360400,369500,387600,394400,402400,400800,415100,416400,422800,421300,415900,416300,416800,427500,430500,437600,433100,435900,443400
